signature,class_name,java_class_name,method_name,descriptor,access_flags,is_external,is_project_method,code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls,reachable_from_manifest_entry,core_score
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5;->invoke(Ljava/lang/Object; Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5,invoke,(Ljava/lang/Object; Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,30,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->$r8$lambda$6pBq5OYywII7vxVoKEI0XYksFVw(I Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel; Landroidx/compose/material3/SnackbarHostState; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,$r8$lambda$6pBq5OYywII7vxVoKEI0XYksFVw,(I Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel; Landroidx/compose/material3/SnackbarHostState; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->$r8$lambda$WiyyF5QDs2EUA182y2S5tqG4zCE()Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,$r8$lambda$WiyyF5QDs2EUA182y2S5tqG4zCE,()Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->$r8$lambda$nHogwOayHlbismAzbu-zqzbwPvY(Z Ljava/lang/String; Ljava/lang/String; Lkotlin/jvm/functions/Function1; Lkotlin/jvm/functions/Function1; Landroidx/compose/ui/Modifier; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,$r8$lambda$nHogwOayHlbismAzbu-zqzbwPvY,(Z Ljava/lang/String; Ljava/lang/String; Lkotlin/jvm/functions/Function1; Lkotlin/jvm/functions/Function1; Landroidx/compose/ui/Modifier; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->AddEditTaskContent$lambda$3(Landroidx/compose/runtime/MutableState;)Z,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,AddEditTaskContent$lambda$3,(Landroidx/compose/runtime/MutableState;)Z,private static final,False,True,32,1,1,2,False,13
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->AddEditTaskContent$lambda$4(Landroidx/compose/runtime/MutableState; Z)V,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,AddEditTaskContent$lambda$4,(Landroidx/compose/runtime/MutableState; Z)V,private static final,False,True,28,0,1,2,False,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->AddEditTaskContent$lambda$6$lambda$5()Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,AddEditTaskContent$lambda$6$lambda$5,()Lkotlin/Unit;,private static final,False,True,14,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->AddEditTaskContent$lambda$8(Z Ljava/lang/String; Ljava/lang/String; Lkotlin/jvm/functions/Function1; Lkotlin/jvm/functions/Function1; Landroidx/compose/ui/Modifier; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,AddEditTaskContent$lambda$8,(Z Ljava/lang/String; Ljava/lang/String; Lkotlin/jvm/functions/Function1; Lkotlin/jvm/functions/Function1; Landroidx/compose/ui/Modifier; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,private static final,False,True,34,1,2,1,False,15
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->AddEditTaskContent(Z Ljava/lang/String; Ljava/lang/String; Lkotlin/jvm/functions/Function1; Lkotlin/jvm/functions/Function1; Landroidx/compose/ui/Modifier; Landroidx/compose/runtime/Composer; I I)V,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,AddEditTaskContent,(Z Ljava/lang/String; Ljava/lang/String; Lkotlin/jvm/functions/Function1; Lkotlin/jvm/functions/Function1; Landroidx/compose/ui/Modifier; Landroidx/compose/runtime/Composer; I I)V,private static final,False,True,1689,2,7,98,False,70
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->AddEditTaskScreen$lambda$1(I Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel; Landroidx/compose/material3/SnackbarHostState; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,AddEditTaskScreen$lambda$1,(I Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel; Landroidx/compose/material3/SnackbarHostState; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,private static final,False,True,34,1,2,1,False,15
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->AddEditTaskScreen(I Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel; Landroidx/compose/material3/SnackbarHostState; Landroidx/compose/runtime/Composer; I I)V,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,AddEditTaskScreen,(I Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel; Landroidx/compose/material3/SnackbarHostState; Landroidx/compose/runtime/Composer; I I)V,public static final,False,True,917,2,6,48,False,67
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;->access$AddEditTaskContent(Z Ljava/lang/String; Ljava/lang/String; Lkotlin/jvm/functions/Function1; Lkotlin/jvm/functions/Function1; Landroidx/compose/ui/Modifier; Landroidx/compose/runtime/Composer; I I)V,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,access$AddEditTaskContent,(Z Ljava/lang/String; Ljava/lang/String; Lkotlin/jvm/functions/Function1; Lkotlin/jvm/functions/Function1; Landroidx/compose/ui/Modifier; Landroidx/compose/runtime/Composer; I I)V,public static final synthetic,False,True,19,1,2,0,False,13
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState$$ExternalSynthetic$Condy1;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState$$ExternalSynthetic$Condy1;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState$$ExternalSynthetic$Condy1,get,()Ljava/lang/Object;,public static synthetic,False,True,35,21,1,0,False,51
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState$$ExternalSyntheticBackport0;->m(Z)I,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState$$ExternalSyntheticBackport0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState$$ExternalSyntheticBackport0,m,(Z)I,public static synthetic,False,True,8,3,0,0,False,11
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,<clinit>,()V,static constructor,False,True,12,0,1,0,False,4
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,<init>,()V,public constructor,False,True,25,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;-><init>(Ljava/lang/String; Ljava/lang/String; Z Z Ljava/lang/Integer; Z I Lkotlin/jvm/internal/DefaultConstructorMarker;)V,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,<init>,(Ljava/lang/String; Ljava/lang/String; Z Z Ljava/lang/Integer; Z I Lkotlin/jvm/internal/DefaultConstructorMarker;)V,public synthetic constructor,False,True,103,2,2,0,False,14
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;-><init>(Ljava/lang/String; Ljava/lang/String; Z Z Ljava/lang/Integer; Z)V,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,<init>,(Ljava/lang/String; Ljava/lang/String; Z Z Ljava/lang/Integer; Z)V,public constructor,False,True,38,2,1,3,False,12
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->component1()Ljava/lang/String;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,component1,()Ljava/lang/String;,public final,False,True,14,0,1,0,False,8
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->component2()Ljava/lang/String;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,component2,()Ljava/lang/String;,public final,False,True,14,0,1,0,False,8
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->component3()Z,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,component3,()Z,public final,False,True,14,0,1,0,False,8
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->component4()Z,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,component4,()Z,public final,False,True,14,0,1,0,False,8
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->component5()Ljava/lang/Integer;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,component5,()Ljava/lang/Integer;,public final,False,True,14,0,1,0,False,8
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->component6()Z,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,component6,()Z,public final,False,True,14,0,1,0,False,8
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->copy$default(Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState; Ljava/lang/String; Ljava/lang/String; Z Z Ljava/lang/Integer; Z I Ljava/lang/Object;)Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,copy$default,(Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState; Ljava/lang/String; Ljava/lang/String; Z Z Ljava/lang/Integer; Z I Ljava/lang/Object;)Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,public static synthetic,False,True,120,9,2,0,False,32
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->copy(Ljava/lang/String; Ljava/lang/String; Z Z Ljava/lang/Integer; Z)Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,copy,(Ljava/lang/String; Ljava/lang/String; Z Z Ljava/lang/Integer; Z)Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,public final,False,True,33,1,2,2,False,16
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->equals(Ljava/lang/Object;)Z,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,equals,(Ljava/lang/Object;)Z,public,False,True,110,0,1,3,False,14
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->getDescription()Ljava/lang/String;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,getDescription,()Ljava/lang/String;,public final,False,True,14,4,1,0,False,16
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->getTitle()Ljava/lang/String;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,getTitle,()Ljava/lang/String;,public final,False,True,14,4,1,0,False,16
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->getUserMessage()Ljava/lang/Integer;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,getUserMessage,()Ljava/lang/Integer;,public final,False,True,14,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->hashCode()I,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,hashCode,()I,public,False,True,77,0,4,3,False,22
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->isLoading()Z,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,isLoading,()Z,public final,False,True,14,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->isTaskCompleted()Z,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,isTaskCompleted,()Z,public final,False,True,14,0,1,0,False,8
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->isTaskSaved()Z,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,isTaskSaved,()Z,public final,False,True,14,2,1,0,False,12
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;->toString()Ljava/lang/String;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,toString,()Ljava/lang/String;,public,False,True,99,0,1,15,False,26
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,13,1,0,False,35
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$createNewTask$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$createNewTask$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel$createNewTask$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,5,1,0,False,19
