class_name,java_class_name,method_count,total_code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$3$1$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$3$1$1,6,200,6,10,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$4$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$4$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$4$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$4$1,6,182,6,11,6
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5,7,935,11,29,58
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt,33,4717,42,70,271
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksUiState$$ExternalSynthetic$Condy1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksUiState$$ExternalSynthetic$Condy1,1,35,17,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksUiState$$ExternalSyntheticBackport0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksUiState$$ExternalSyntheticBackport0,1,8,1,0,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksUiState;,com.example.android.architecture.blueprints.todoapp.tasks.TasksUiState,18,609,15,24,23
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$$ExternalSynthetic$Condy0,1,35,17,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$WhenMappings$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$WhenMappings$$ExternalSynthetic$Condy0,1,35,1,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$WhenMappings;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$WhenMappings,2,84,1,5,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$_filteredTasksAsync$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$_filteredTasksAsync$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$_filteredTasksAsync$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$_filteredTasksAsync$1,5,140,5,8,5
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$_filteredTasksAsync$3$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$_filteredTasksAsync$3$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$_filteredTasksAsync$3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$_filteredTasksAsync$3,5,169,5,8,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$clearCompletedTasks$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$clearCompletedTasks$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$clearCompletedTasks$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$clearCompletedTasks$1,6,198,6,13,6
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$completeTask$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$completeTask$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$completeTask$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$completeTask$1,6,270,6,17,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$refresh$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$refresh$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$refresh$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$refresh$1,6,196,6,12,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$1$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$2$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$1$2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$2$1$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$1$2$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$2$1,3,58,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$1$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1$2,3,164,3,4,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$1,3,78,2,3,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$2$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$2$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$2$2$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$2$2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$2$2$1$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$2$2$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$2$2$1,3,58,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$2$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$2$2,3,162,3,4,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$special$$inlined$map$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$special$$inlined$map$2,3,74,2,3,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$uiState$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$uiState$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel$uiState$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel$uiState$1,5,270,5,12,9
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel,18,846,30,41,37
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModelKt;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModelKt,1,13,0,0,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_Factory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_Factory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_Factory;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_Factory,6,108,4,9,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules$$ExternalSynthetic$Condy0,1,35,1,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules$BindsModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules$BindsModule$$ExternalSynthetic$Condy0,1,35,1,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules$BindsModule;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules$BindsModule,3,27,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules$KeyModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules$KeyModule$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules$KeyModule;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules$KeyModule,3,37,3,2,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules,2,27,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules_BindsModule_Binds_LazyMapKey;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules_BindsModule_Binds_LazyMapKey,3,41,1,2,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules_KeyModule_ProvideFactory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules_KeyModule_ProvideFactory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder,4,47,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules_KeyModule_ProvideFactory;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules_KeyModule_ProvideFactory,6,90,4,9,3
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel_HiltModules_KeyModule_Provide_LazyMapKey;,com.example.android.architecture.blueprints.todoapp.tasks.TasksViewModel_HiltModules_KeyModule_Provide_LazyMapKey,3,41,1,2,2
Lcom/example/android/architecture/blueprints/todoapp/util/Async$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.Async$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/Async$Error$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.Async$Error$$ExternalSynthetic$Condy0,1,35,9,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/Async$Error;,com.example.android.architecture.blueprints.todoapp.util.Async$Error,10,206,9,12,6
Lcom/example/android/architecture/blueprints/todoapp/util/Async$Loading$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.Async$Loading$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/Async$Loading;,com.example.android.architecture.blueprints.todoapp.util.Async$Loading,3,45,2,4,1
Lcom/example/android/architecture/blueprints/todoapp/util/Async$Success$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.Async$Success$$ExternalSynthetic$Condy0,1,35,9,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/Async$Success;,com.example.android.architecture.blueprints.todoapp.util.Async$Success,10,228,10,12,8
Lcom/example/android/architecture/blueprints/todoapp/util/Async;,com.example.android.architecture.blueprints.todoapp.util.Async,4,51,5,4,2
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TodoDrawerKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TodoDrawerKt$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TodoDrawerKt$lambda-1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TodoDrawerKt$lambda-1$1$$ExternalSynthetic$Condy0,1,35,7,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TodoDrawerKt$lambda-1$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TodoDrawerKt$lambda-1$1$$ExternalSyntheticLambda1,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TodoDrawerKt$lambda-1$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TodoDrawerKt$lambda-1$1$$ExternalSyntheticLambda2,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TodoDrawerKt$lambda-1$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TodoDrawerKt$lambda-1$1$$ExternalSyntheticLambda3,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TodoDrawerKt$lambda-1$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TodoDrawerKt$lambda-1$1,11,449,9,16,28
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TodoDrawerKt$lambda-2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TodoDrawerKt$lambda-2$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TodoDrawerKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TodoDrawerKt$lambda-2$1,5,182,3,7,11
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TodoDrawerKt;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TodoDrawerKt,5,103,4,5,4
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$$ExternalSynthetic$Condy0,1,35,25,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-1$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-1$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-1$1,5,208,3,6,12
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-10$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-10$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-10$1,5,208,3,6,12
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-11$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-11$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-11$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-11$1,5,180,3,6,13
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-12$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-12$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-12$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-12$1,5,208,3,6,12
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-13$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-13$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-13$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-13$1,5,180,3,6,13
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-14$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-14$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-14$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-14$1,5,180,3,6,13
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-15$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-15$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-15$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-15$1,5,180,3,6,13
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSynthetic$Condy0,1,35,10,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda1,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda2,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda3,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda4,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda5;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda5,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda6;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-16$1$$ExternalSyntheticLambda6,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-16$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-16$1,17,721,15,25,46
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-17$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-17$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-17$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-17$1,5,182,3,7,11
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-18$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-18$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-18$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-18$1$$ExternalSyntheticLambda1,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-18$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-18$1,7,251,5,10,16
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-19$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-19$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-19$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-19$1,5,182,3,7,11
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-2$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-2$1,5,180,3,6,13
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-20$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-20$1$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-20$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-20$1$$ExternalSyntheticLambda1,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-20$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-20$1$$ExternalSyntheticLambda2,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-20$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-20$1,9,343,7,13,22
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-21$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-21$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-21$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-21$1,5,182,3,7,11
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-22$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-22$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-22$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-22$1$$ExternalSyntheticLambda1,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-22$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-22$1,7,255,5,10,16
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-23$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-23$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-23$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-23$1,5,182,3,7,11
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-3$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-3$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-3$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-3$1,5,188,3,6,13
