class_name,java_class_name,method_count,total_code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda1,2,15,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda2,2,11,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1,9,370,7,14,23
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-11$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-11$1,5,182,3,7,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSynthetic$Condy0,1,35,7,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda1,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda2,2,11,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda3,2,17,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,11,593,9,21,31
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-3$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-3$1,5,182,3,7,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSynthetic$Condy0,1,35,7,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda1,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda2,2,11,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda3,2,17,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,11,486,9,16,31
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-5$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-5$1,5,182,3,7,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-6$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-6$1,5,172,3,7,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-7$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-7$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-7$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-7$1,5,182,3,7,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-8$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-8$1$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-8$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-8$1$$ExternalSyntheticLambda1,2,15,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-8$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-8$1$$ExternalSyntheticLambda2,2,11,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-8$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-8$1,9,373,7,14,23
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-9$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-9$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-9$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-9$1,5,182,3,7,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt,14,381,13,14,13
Lcom/example/android/architecture/blueprints/todoapp/tasks/FilteringUiInfo$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.FilteringUiInfo$$ExternalSynthetic$Condy0,1,35,15,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/FilteringUiInfo;,com.example.android.architecture.blueprints.todoapp.tasks.FilteringUiInfo,16,432,13,19,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksFilterType$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksFilterType$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksFilterType;,com.example.android.architecture.blueprints.todoapp.tasks.TasksFilterType,8,168,11,10,5
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSynthetic$Condy0,1,35,22,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSyntheticLambda10;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSyntheticLambda10,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSyntheticLambda1,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSyntheticLambda2,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSyntheticLambda3,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSyntheticLambda4,2,34,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSyntheticLambda5;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSyntheticLambda5,2,62,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSyntheticLambda6;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSyntheticLambda6,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSyntheticLambda7;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSyntheticLambda7,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSyntheticLambda8;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSyntheticLambda8,2,38,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$$ExternalSyntheticLambda9;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$$ExternalSyntheticLambda9,2,58,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$1,4,156,3,5,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$$ExternalSyntheticLambda1,2,23,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$1$1$1$1$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$1$1$1$1$1$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$1$1$1$1$1$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$1$1$1$1$1$1,4,75,3,4,5
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$1,5,71,3,6,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$2,4,75,2,4,5
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$3$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$3$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$3,4,75,3,4,5
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$4$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$4$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$4;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2$invoke$lambda$4$lambda$3$lambda$2$$inlined$items$default$4,4,432,3,6,25
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksContent$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksContent$2,6,948,5,9,74
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSynthetic$Condy0,1,35,8,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda1,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda2,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda3,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda4,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda5;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda5,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,14,743,13,25,45
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$3$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$3,4,150,3,4,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$4$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$4,4,169,3,5,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$1$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$1$1,4,70,3,5,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$2$1$$ExternalSynthetic$Condy0,1,35,3,1,0
