id,name,class,package,path,source_set
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao.observeAll,observeAll,TaskDao,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TaskDao.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao.observeById,observeById,TaskDao,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TaskDao.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao.getAll,getAll,TaskDao,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TaskDao.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao.getById,getById,TaskDao,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TaskDao.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao.upsert,upsert,TaskDao,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TaskDao.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao.upsertAll,upsertAll,TaskDao,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TaskDao.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao.updateCompleted,updateCompleted,TaskDao,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TaskDao.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao.deleteById,deleteById,TaskDao,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TaskDao.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao.deleteAll,deleteAll,TaskDao,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TaskDao.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.local.TaskDao.deleteCompleted,deleteCompleted,TaskDao,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/TaskDao.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.local.ToDoDatabase.taskDao,taskDao,ToDoDatabase,com.example.android.architecture.blueprints.todoapp.data.source.local,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/local/ToDoDatabase.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.source.network.NetworkDataSource.loadTasks,loadTasks,NetworkDataSource,com.example.android.architecture.blueprints.todoapp.data.source.network,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/source/network/NetworkDataSource.kt,app_main
